,title,isactual,length,public,cover,theme,goal,illustrated,bestseller,author,triggerw,genre,subgenre,rating,punctuation,saga,language,difficulty
347,El Portal de las Ilusiones,TRUE,medium,adult,hard,,,FALSE,FALSE,Author(Yuhim Shulika),,Fantasy,Urban_Fantasy,5.800084630726887,0,,,
348,El Reino de los Encantamientos,TRUE,long,adult,pocket,,,FALSE,FALSE,Author(Yuhim Shulika),,Fantasy,Urban_Fantasy,2.570440492126645,0,,,
349,Las Calles del Despertar,FALSE,long,adult,hard,,,FALSE,FALSE,Author(Vedat Kutlay),,Fantasy,Urban_Fantasy,4.865304754365341,0,,,
350,La Torre de los Enigmas,TRUE,medium,adult,hard,,,FALSE,FALSE,Author(Yuhim Shulika),,Fantasy,Urban_Fantasy,4.977485852825652,0,,,
351,El Bosque de los Encuentros,TRUE,long,adult,soft,,,FALSE,FALSE,Author(Yuhim Shulika),,Fantasy,Urban_Fantasy,4.851408934522961,0,,,
352,La Ciudad de los Suenos,FALSE,very_long,adult,pocket,,,FALSE,FALSE,Author(Vedat Kutlay),,Fantasy,Urban_Fantasy,1.843633354648796,0,,,
353,El Portal de las Maravillas,FALSE,short,adult,pocket,,,FALSE,FALSE,Author(Vedat Kutlay),,Fantasy,Urban_Fantasy,9.62678024690563,0,,,
354,El Reino de los Secretos Olvidados,TRUE,long,adult,pocket,,,FALSE,FALSE,Author(Yuhim Shulika),,Fantasy,Urban_Fantasy,5.346676998477023,0,,,
355,Las Calles del Misterio,TRUE,medium,adult,hard,,,FALSE,FALSE,Author(Yuhim Shulika),,Fantasy,Urban_Fantasy,2.9280890010590435,0,,,
356,La Torre de los Suenos,TRUE,very_long,adult,soft,,,FALSE,TRUE,Author(Yuhim Shulika),,Fantasy,Urban_Fantasy,5.185039827373923,0,,,
357,El Origen de las Estrellas,FALSE,long,adult,pocket,,,FALSE,FALSE,Author(Antoniy Litvinyuk),,Science_Fiction,Space_Opera,5.641305481227502,0,,,
358,El Canto de las Galaxias,FALSE,medium,adult,hard,,,FALSE,FALSE,Author(Antoniy Litvinyuk),,Science_Fiction,Space_Opera,1.5596672668796474,0,,,
359,El Viaje de los Astronautas,TRUE,short,adult,soft,,,FALSE,FALSE,Author(Konon Volyanskiy),,Science_Fiction,Space_Opera,1.2722815572907265,0,,,
360,El Destino de los Planetas,TRUE,short,adult,pocket,,,FALSE,FALSE,Author(Konon Volyanskiy),,Science_Fiction,Space_Opera,9.491203697947041,0,,,
361,La Danza de los Cometas,TRUE,very_long,adult,soft,,,FALSE,FALSE,Author(Konon Volyanskiy),,Science_Fiction,Space_Opera,3.0926566200314984,0,,,
362,El Sueno de los Exploradores,FALSE,long,adult,soft,,,FALSE,FALSE,Author(Antoniy Litvinyuk),,Science_Fiction,Space_Opera,4.681670246331002,0,,,
363,La Guerra de las Constelaciones,TRUE,medium,adult,hard,,,FALSE,FALSE,Author(Konon Volyanskiy),,Science_Fiction,Space_Opera,7.819196405448754,0,,,
364,El Misterio del Agujero Negro,FALSE,short,adult,soft,,,FALSE,FALSE,Author(Antoniy Litvinyuk),,Science_Fiction,Space_Opera,6.097649057569676,0,,,
365,La Rebelion de los Androides,FALSE,very_long,adult,soft,,,FALSE,FALSE,Author(Antoniy Litvinyuk),,Science_Fiction,Space_Opera,6.086369897405821,0,,,
366,El Secreto de la Nave Espacial,FALSE,medium,adult,pocket,,,FALSE,FALSE,Author(Antoniy Litvinyuk),,Science_Fiction,Space_Opera,2.533659187772742,0,,,
367,La Profecia del Universo,FALSE,short,adult,hard,,,FALSE,FALSE,Author(Antoniy Litvinyuk),,Science_Fiction,Space_Opera,2.223018535438001,0,,,
368,El Legado de los Extraterrestres,TRUE,very_long,adult,hard,,,FALSE,FALSE,Author(Konon Volyanskiy),,Science_Fiction,Space_Opera,2.041056601216608,0,,,
369,El Laberinto de los Planetas,TRUE,short,adult,soft,,,FALSE,FALSE,Author(Konon Volyanskiy),,Science_Fiction,Space_Opera,8.593599138638023,0,,,
370,La Alianza de las Razas,TRUE,medium,adult,soft,,,FALSE,FALSE,Author(Konon Volyanskiy),,Science_Fiction,Space_Opera,5.604324800769473,0,,,
371,El Enigma de la Nebulosa,FALSE,long,adult,soft,,,FALSE,FALSE,Author(Antoniy Litvinyuk),,Science_Fiction,Space_Opera,1.00788306259169,0,,,
372,La Odisea de los Cosmonautas,FALSE,very_long,adult,hard,,,FALSE,FALSE,Author(Antoniy Litvinyuk),,Science_Fiction,Space_Opera,1.600517029999169,0,,,
373,El Exilio de los Humanos,FALSE,very_long,adult,pocket,,,FALSE,FALSE,Author(Antoniy Litvinyuk),,Science_Fiction,Space_Opera,3.704552376134982,0,,,
374,La Batalla por la Galaxia,FALSE,short,adult,soft,,,FALSE,FALSE,Author(Antoniy Litvinyuk),,Science_Fiction,Space_Opera,6.38565045553265,0,,,
375,Suenos Enredados en el Ciberespacio,TRUE,medium,adult,hard,,,FALSE,FALSE,Author(Konon Volyanskiy),,Science_Fiction,Cyberpunk,3.511669490364114,0,,,
376,Ciudad de Neones y Circuitos,TRUE,long,adult,pocket,,,FALSE,FALSE,Author(Konon Volyanskiy),,Science_Fiction,Cyberpunk,8.041148118606984,0,,,
377,El Reloj de los Hackers,TRUE,short,adult,hard,,,FALSE,FALSE,Author(Konon Volyanskiy),,Science_Fiction,Cyberpunk,5.736635677083756,0,,,
378,El Laberinto de la Realidad Virtual,FALSE,medium,adult,pocket,,,FALSE,FALSE,Author(Antoniy Litvinyuk),{ 9},Science_Fiction,Cyberpunk,1.0315267857628392,0,,,
379,El Oraculo de los Algoritmos,FALSE,medium,adult,pocket,,,FALSE,FALSE,Author(Antoniy Litvinyuk),{ 9},Science_Fiction,Cyberpunk,1.587558099860031,0,,,
380,El Ultimo Bit de Libertad,FALSE,long,adult,hard,,,FALSE,FALSE,Author(Antoniy Litvinyuk),,Science_Fiction,Cyberpunk,1.0856175318517125,0,,,
381,La Rebelion de los Cyborgs,TRUE,very_long,adult,pocket,,,FALSE,FALSE,Author(Konon Volyanskiy),{ 9},Science_Fiction,Cyberpunk,8.667071745342534,0,,,
382,La Cibernetica de los Sentimientos,TRUE,long,adult,soft,,,FALSE,FALSE,Author(Konon Volyanskiy),,Science_Fiction,Cyberpunk,8.89134872321445,0,,,
383,Los Susurros del Codigo Fuente,FALSE,long,adult,hard,,,FALSE,FALSE,Author(Antoniy Litvinyuk),,Science_Fiction,Cyberpunk,8.107603718391317,0,,,
384,La Ciudad de los Drones,TRUE,short,adult,hard,,,FALSE,FALSE,Author(Konon Volyanskiy),{ 9},Science_Fiction,Cyberpunk,2.2553553581382317,0,,,
385,El Espejo Digital del Futuro,TRUE,short,adult,soft,,,FALSE,FALSE,Author(Konon Volyanskiy),,Science_Fiction,Cyberpunk,2.159840362552714,0,,,
386,El Vuelo de los Datos Perdidos,FALSE,short,adult,soft,,,FALSE,FALSE,Author(Antoniy Litvinyuk),{ 9},Science_Fiction,Cyberpunk,3.4487742813519913,0,,,
387,El Lenguaje de las Maquinas,TRUE,medium,adult,pocket,,,FALSE,FALSE,Author(Konon Volyanskiy),{ 9},Science_Fiction,Cyberpunk,9.12322540363623,0,,,
388,El Cerebro Cibernetico,FALSE,medium,adult,hard,,,FALSE,FALSE,Author(Antoniy Litvinyuk),,Science_Fiction,Cyberpunk,3.9491683119356,0,,,
389,El Amanecer de la Inteligencia Artificial,TRUE,long,adult,hard,,,FALSE,FALSE,Author(Konon Volyanskiy),,Science_Fiction,Cyberpunk,4.238537491424446,0,,,
390,El Resplandor de los Hologramas,TRUE,short,adult,soft,,,FALSE,FALSE,Author(Konon Volyanskiy),{ 11},Science_Fiction,Cyberpunk,6.136588356193985,0,,,
391,La Conexion de las Almas Digitales,TRUE,long,adult,soft,,,FALSE,FALSE,Author(Konon Volyanskiy),{ 11},Science_Fiction,Cyberpunk,7.47475451364541,0,,,
392,La Guerra de los Megacorporaciones,FALSE,medium,adult,soft,,,FALSE,FALSE,Author(Antoniy Litvinyuk),{ 11},Science_Fiction,Cyberpunk,7.055031940876342,0,,,
393,El ultimo eco,TRUE,medium,adult,hard,,,FALSE,FALSE,Author(Konon Volyanskiy),,Science_Fiction,Postapocalyptic_Dystopia,5.461329997601916,0,,,
394,Despertar en el abismo,FALSE,long,adult,soft,,,FALSE,FALSE,Author(Antoniy Litvinyuk),,Science_Fiction,Postapocalyptic_Dystopia,7.873805392931704,0,,,
395,La ciudad en ruinas,FALSE,long,adult,hard,,,FALSE,FALSE,Author(Antoniy Litvinyuk),,Science_Fiction,Postapocalyptic_Dystopia,5.600329447522146,0,,,
396,Maquinas de cenizas,TRUE,medium,adult,soft,,,FALSE,FALSE,Author(Konon Volyanskiy),{ 9},Science_Fiction,Postapocalyptic_Dystopia,2.766856959871034,0,,,
397,El ocaso de la humanidad,TRUE,very_long,adult,pocket,,,FALSE,FALSE,Author(Konon Volyanskiy),,Science_Fiction,Postapocalyptic_Dystopia,8.59299751997139,0,,,
398,El laberinto de la desolacion,FALSE,short,adult,soft,,,FALSE,FALSE,Author(Antoniy Litvinyuk),{ 9},Science_Fiction,Postapocalyptic_Dystopia,8.912472165270316,0,,,
399,El renacer de la oscuridad,TRUE,long,adult,hard,,,FALSE,FALSE,Author(Konon Volyanskiy),{ 11},Science_Fiction,Postapocalyptic_Dystopia,2.5426014523333285,0,,,
400,El susurro del fin,TRUE,medium,adult,pocket,,,FALSE,FALSE,Author(Konon Volyanskiy),,Science_Fiction,Postapocalyptic_Dystopia,2.9289061334804964,0,,,
401,El legado de la devastacion,FALSE,very_long,adult,soft,,,FALSE,FALSE,Author(Antoniy Litvinyuk),{ 11},Science_Fiction,Postapocalyptic_Dystopia,8.779133811822964,0,,,
402,El silencio de la civilizacion,FALSE,long,adult,hard,,,FALSE,FALSE,Author(Antoniy Litvinyuk),,Science_Fiction,Postapocalyptic_Dystopia,8.6934063725794,0,,,
403,El camino hacia la nada,TRUE,long,adult,pocket,,,FALSE,FALSE,Author(Konon Volyanskiy),{ 11},Science_Fiction,Postapocalyptic_Dystopia,7.156020937534585,0,,,
404,El amanecer sombrio,FALSE,short,adult,soft,,,FALSE,FALSE,Author(Antoniy Litvinyuk),{ 9},Science_Fiction,Postapocalyptic_Dystopia,6.680470603743174,0,,,
405,El destino en llamas,TRUE,medium,adult,pocket,,,FALSE,FALSE,Author(Konon Volyanskiy),,Science_Fiction,Postapocalyptic_Dystopia,4.402838306208647,0,,,
406,Las sombras del manana,TRUE,very_long,adult,hard,,,FALSE,FALSE,Author(Konon Volyanskiy),,Science_Fiction,Postapocalyptic_Dystopia,6.929143145907527,0,,,
407,La era de la desesperacion,FALSE,medium,adult,hard,,,FALSE,FALSE,Author(Antoniy Litvinyuk),,Science_Fiction,Postapocalyptic_Dystopia,3.0507620771728914,0,,,
408,La rebelion en ruinas,FALSE,long,adult,pocket,,,FALSE,FALSE,Author(Antoniy Litvinyuk),,Science_Fiction,Postapocalyptic_Dystopia,6.262601514369484,0,,,
409,El olvido de la humanidad,TRUE,short,adult,hard,,,FALSE,FALSE,Author(Konon Volyanskiy),{ 11},Science_Fiction,Postapocalyptic_Dystopia,6.343672221821711,0,,,
410,La ultima esperanza,TRUE,very_long,adult,hard,,,FALSE,FALSE,Author(Konon Volyanskiy),{ 9},Science_Fiction,Postapocalyptic_Dystopia,9.202179151519477,0,,,
411,El Codigo de las Maquinas,FALSE,long,adult,soft,,,FALSE,FALSE,Author(Antoniy Litvinyuk),,Science_Fiction,Technological,1.4915189143030763,0,,,
412,La Era de los Ciberpunks,FALSE,medium,adult,hard,,,FALSE,FALSE,Author(Antoniy Litvinyuk),,Science_Fiction,Technological,4.960820624005644,0,,,
413,El Laberinto de la Inteligencia Artificial,FALSE,medium,adult,soft,,,FALSE,FALSE,Author(Antoniy Litvinyuk),,Science_Fiction,Technological,2.620586301002392,0,,,
414,La Ultima Frontera Tecnologica,TRUE,short,adult,pocket,,,FALSE,FALSE,Author(Konon Volyanskiy),,Science_Fiction,Technological,8.492769000479111,0,,,
415,El Horizonte de los Androides,FALSE,long,adult,hard,,,FALSE,FALSE,Author(Antoniy Litvinyuk),,Science_Fiction,Technological,2.084105198376274,0,,,
416,La Conexion del Futuro,TRUE,long,adult,soft,,,FALSE,FALSE,Author(Konon Volyanskiy),,Science_Fiction,Technological,3.2863902151326965,0,,,
417,El Legado de los Cyborgs,TRUE,medium,adult,soft,,,FALSE,FALSE,Author(Konon Volyanskiy),,Science_Fiction,Technological,2.3056030069058835,0,,,
418,La Rebelion de las Maquinas,TRUE,very_long,adult,soft,,,FALSE,FALSE,Author(Konon Volyanskiy),,Science_Fiction,Technological,4.421307867797636,0,,,
419,El Oraculo de los Datos,TRUE,medium,adult,hard,,,FALSE,FALSE,Author(Konon Volyanskiy),,Science_Fiction,Technological,8.000831838969116,0,,,
420,El Viaje a la Realidad Virtual,FALSE,long,adult,hard,,,FALSE,FALSE,Author(Antoniy Litvinyuk),,Science_Fiction,Technological,3.9165690718092803,0,,,
421,La Ciudad de los Algoritmos,TRUE,medium,adult,pocket,,,FALSE,FALSE,Author(Konon Volyanskiy),,Science_Fiction,Technological,3.3320131391289256,0,,,
422,La Guerra de los Hackers,TRUE,short,adult,pocket,,,FALSE,FALSE,Author(Konon Volyanskiy),,Science_Fiction,Technological,4.9514405637825245,0,,,
423,El Amanecer de la Realidad Aumentada,TRUE,short,adult,hard,,,FALSE,FALSE,Author(Konon Volyanskiy),,Science_Fiction,Technological,6.801511950243892,0,,,
424,La Red de los Suenos,FALSE,long,adult,pocket,,,FALSE,FALSE,Author(Antoniy Litvinyuk),,Science_Fiction,Technological,5.195497141792803,0,,,
425,La Revolucion de los Nanobots,FALSE,short,adult,soft,,,FALSE,FALSE,Author(Antoniy Litvinyuk),,Science_Fiction,Technological,1.726549425356367,0,,,
426,La Era de los Drones,FALSE,long,adult,pocket,,,FALSE,FALSE,Author(Antoniy Litvinyuk),,Science_Fiction,Technological,3.326334851082674,0,,,
427,El susurro en la oscuridad,FALSE,very_long,adult,pocket,,,FALSE,FALSE,Author(Dawn Lewis),{ 7 5 11 16},Horror,Thriller_Horror,1.409162055472387,0,,,
428,El juego de la muerte,TRUE,long,adult,pocket,,,FALSE,FALSE,Author(Nicolas Harris),{ 1 10},Horror,Thriller_Horror,7.051774922955036,0,,,
429,El eco del terror,FALSE,short,adult,soft,,,FALSE,FALSE,Author(Dawn Lewis),{ 11 13 10 7 1},Horror,Thriller_Horror,2.223373308369508,0,,,
430,La sombra del miedo,TRUE,long,adult,soft,,,FALSE,FALSE,Author(Nicolas Harris),{ 2},Horror,Thriller_Horror,6.691360716330686,0,,,
431,El laberinto de las pesadillas,FALSE,very_long,adult,hard,,,FALSE,FALSE,Author(Dawn Lewis),{ 1 7},Horror,Thriller_Horror,5.687108560051501,0,,,
432,La trampa mortal,TRUE,medium,adult,hard,,,FALSE,FALSE,Author(Nicolas Harris),{ 2 13},Horror,Thriller_Horror,2.1683614675137877,0,,,
433,El secreto del abismo,TRUE,long,adult,hard,,,FALSE,FALSE,Author(Nicolas Harris),{ 1 15 10 16 13 2 11 14 7},Horror,Thriller_Horror,5.967845149358206,0,,,
434,La noche sin fin,TRUE,medium,adult,pocket,,,FALSE,FALSE,Author(Nicolas Harris),{ 1 7 10},Horror,Thriller_Horror,1.3147966044514197,0,,,
435,El pacto siniestro,FALSE,very_long,adult,soft,,,FALSE,FALSE,Author(Dawn Lewis),{ 16},Horror,Thriller_Horror,3.937242392197725,0,,,
436,La casa de los susurros,TRUE,long,adult,hard,,,FALSE,FALSE,Author(Nicolas Harris),{ 13 10 16 14 5 15 2},Horror,Thriller_Horror,8.32727422746828,0,,,
437,El susurro del mas alla,TRUE,medium,adult,pocket,,,FALSE,FALSE,Author(Nicolas Harris),{ 2 15 1},Horror,Paranormal_Horror,6.774911193894536,0,,,
438,El misterio de las sombras eternas,FALSE,very_long,adult,hard,,,FALSE,FALSE,Author(Dawn Lewis),{ 10 1 13 7 5 16 15},Horror,Paranormal_Horror,1.717442692086153,0,,,
439,El portal de los espiritus perdidos,FALSE,short,adult,soft,,,FALSE,TRUE,Author(Dawn Lewis),{ 7 16 1 5 11 2 10 14 13},Horror,Paranormal_Horror,1.0729583442911634,0,,,
440,La oscuridad que acecha,FALSE,medium,adult,soft,,,FALSE,FALSE,Author(Dawn Lewis),{ 14 15 1 10},Horror,Paranormal_Horror,7.208206983113557,0,,,
441,El eco de los lamentos,TRUE,medium,adult,pocket,,,FALSE,FALSE,Author(Nicolas Harris),{ 10 14 7 2 11 13 15 1 5},Horror,Paranormal_Horror,7.266743075741104,0,,,
442,El secreto en la mansion embrujada,FALSE,medium,adult,hard,,,FALSE,FALSE,Author(Dawn Lewis),{ 10},Horror,Paranormal_Horror,8.409316517329362,0,,,
443,El espectro en la noche,FALSE,long,adult,soft,,,FALSE,FALSE,Author(Dawn Lewis),{ 11 10 16 2 7 13},Horror,Paranormal_Horror,5.9767071758068875,0,,,
444,El enigma de la casa abandonada,FALSE,medium,adult,hard,,,FALSE,FALSE,Author(Dawn Lewis),,Horror,Paranormal_Horror,7.941939785513616,0,,,
445,El suspenso del mas alla,TRUE,long,adult,hard,,,FALSE,FALSE,Author(Nicolas Harris),{ 5 2 7 11 15 14 10},Horror,Paranormal_Horror,7.327725996676605,0,,,
446,La sombra del terror,FALSE,long,adult,pocket,,,FALSE,FALSE,Author(Dawn Lewis),{ 15 16},Horror,Paranormal_Horror,4.997051480447189,0,,,
447,El despertar de los muertos,TRUE,long,adult,soft,,,FALSE,FALSE,Author(Nicolas Harris),{ 2},Horror,Paranormal_Horror,3.0556770129150594,0,,,
448,La sombra en la mente,FALSE,long,adult,soft,,,FALSE,FALSE,Author(Dawn Lewis),,Horror,Psychological_Horror,8.223794752030607,0,,,
449,El eco de la locura,TRUE,medium,adult,hard,,,FALSE,FALSE,Author(Nicolas Harris),{ 10 14},Horror,Psychological_Horror,3.9521378348934246,0,,,
450,El laberinto de la psique,FALSE,very_long,adult,soft,,,FALSE,FALSE,Author(Dawn Lewis),{ 14 16 1 7},Horror,Psychological_Horror,1.4122763526804267,0,,,
451,El susurro de la oscuridad,TRUE,long,adult,soft,,,FALSE,FALSE,Author(Nicolas Harris),{ 13 10 15 14 2 11 16 7 5},Horror,Psychological_Horror,8.915159717354241,0,,,
452,El reflejo siniestro,FALSE,long,adult,pocket,,,FALSE,FALSE,Author(Dawn Lewis),{ 7 5 1 10},Horror,Psychological_Horror,9.714561137514586,0,,,
453,La trampa de la cordura,TRUE,long,adult,soft,,,FALSE,FALSE,Author(Nicolas Harris),{ 2 11 5 7 1},Horror,Psychological_Horror,3.0349462457220646,0,,,
454,El secreto de la mente fracturada,TRUE,long,adult,hard,,,FALSE,TRUE,Author(Nicolas Harris),{ 14 7 1},Horror,Psychological_Horror,2.833012298150763,0,,,
455,La pesadilla en el espejo,FALSE,medium,adult,pocket,,,FALSE,FALSE,Author(Dawn Lewis),{ 13 16 11 14 2 10 7 5 1},Horror,Psychological_Horror,3.070298057933524,0,,,
456,El abismo de la conciencia,TRUE,very_long,adult,pocket,,,FALSE,FALSE,Author(Nicolas Harris),{ 16 10 13 1 7 14 2 5},Horror,Psychological_Horror,5.539020352788254,0,,,
457,El enigma de la mente retorcida,FALSE,medium,adult,pocket,,,FALSE,FALSE,Author(Dawn Lewis),{ 10 2 15 14 16 11 13},Horror,Psychological_Horror,7.450046202296892,0,,,
458,El vertigo de la obsesion,TRUE,short,adult,hard,,,FALSE,TRUE,Author(Nicolas Harris),{ 2 16 1 7 14},Horror,Psychological_Horror,7.861943025243046,0,,,
459,Susurros en el tiempo,TRUE,long,adult,soft,,,FALSE,FALSE,Author(Tammy Wood),,Contemporary,Historical_Romance_Contemporany,5.429596705323221,0,,,
460,Bajo el cielo de seda,FALSE,long,adult,pocket,,,FALSE,FALSE,Author(Anna Madsen),,Contemporary,Historical_Romance_Contemporany,7.613205467667437,0,,,
461,El latido de las estrellas,TRUE,medium,adult,soft,,,FALSE,FALSE,Author(Tammy Wood),{ 5 9 7 1 8 2},Contemporary,Historical_Romance_Contemporany,2.2666085551689767,0,,,
462,El eco de los recuerdos,TRUE,short,adult,soft,,,FALSE,FALSE,Author(Tammy Wood),{ 9},Contemporary,Historical_Romance_Contemporany,3.714676238973187,0,,,
463,El destino tejido en hilos,FALSE,long,adult,pocket,,,FALSE,FALSE,Author(Anna Madsen),,Contemporary,Historical_Romance_Contemporany,3.880014492280379,0,,,
464,La melodia de los corazones,TRUE,short,adult,hard,,,FALSE,FALSE,Author(Tammy Wood),{ 8 7 2 5 1},Contemporary,Historical_Romance_Contemporany,2.6164500805450785,0,,,
465,El fuego de la pasion,FALSE,long,adult,soft,,,FALSE,FALSE,Author(Anna Madsen),{ 2},Contemporary,Historical_Romance_Contemporany,7.304478291311785,0,,,
466,El amanecer de los suenos,FALSE,long,adult,pocket,,,FALSE,FALSE,Author(Anna Madsen),,Contemporary,Historical_Romance_Contemporany,8.29590853655537,0,,,
467,El susurro de los secretos,TRUE,long,adult,soft,,,FALSE,FALSE,Author(Tammy Wood),{ 7 8 4 1 9 2},Contemporary,Historical_Romance_Contemporany,7.872077275136777,0,,,
468,El encanto de lo prohibido,TRUE,very_long,adult,soft,,,FALSE,FALSE,Author(Tammy Wood),,Contemporary,Historical_Romance_Contemporany,1.383857776803319,0,,,
469,Las lagrimas del ayer,TRUE,medium,adult,hard,,,FALSE,FALSE,Author(Tammy Wood),,Contemporary,Historical_Romance_Contemporany,2.18272364518322,0,,,
470,La promesa del atardecer,FALSE,very_long,adult,pocket,,,FALSE,FALSE,Author(Anna Madsen),,Contemporary,Historical_Romance_Contemporany,6.231557088706867,0,,,
471,El baile de las emociones,TRUE,medium,adult,soft,,,FALSE,FALSE,Author(Tammy Wood),{ 8 4},Contemporary,Historical_Romance_Contemporany,3.2240127328229944,0,,,
472,El perfume del amor,FALSE,short,adult,hard,,,FALSE,FALSE,Author(Anna Madsen),{ 9 5},Contemporary,Historical_Romance_Contemporany,4.1513468252267325,0,,,
473,El abrazo de la nostalgia,FALSE,medium,adult,soft,,,FALSE,FALSE,Author(Anna Madsen),{ 8 2 9 5 4},Contemporary,Historical_Romance_Contemporany,6.247487709377199,0,,,
474,El reflejo de la esperanza,FALSE,long,adult,pocket,,,FALSE,FALSE,Author(Anna Madsen),,Contemporary,Historical_Romance_Contemporany,8.7214833158021,0,,,
475,El susurro de la guerra,FALSE,very_long,adult,soft,,,FALSE,FALSE,Author(Anna Madsen),,Contemporary,Historical_Romance_Contemporany,4.707799476969232,0,,,
476,El latido del deseo,FALSE,long,adult,soft,,,FALSE,FALSE,Author(Anna Madsen),,Contemporary,Historical_Romance_Contemporany,8.664340435015465,0,,,
477,El beso de la traicion,FALSE,long,adult,pocket,,,FALSE,FALSE,Author(Anna Madsen),,Contemporary,Historical_Romance_Contemporany,5.286461416421821,0,,,
478,La promesa en la distancia,TRUE,medium,adult,soft,,,FALSE,FALSE,Author(Tammy Wood),,Contemporary,Historical_Romance_Contemporany,2.6857305208229834,0,,,
479,La melodia del corazon,FALSE,medium,adult,soft,,,FALSE,FALSE,Author(Anna Madsen),{ 5 2 9 4},Contemporary,Historical_Romance_Contemporany,2.011375017294017,0,,,
480,El eco de los suenos,TRUE,medium,adult,hard,,,FALSE,FALSE,Author(Tammy Wood),,Contemporary,Historical_Romance_Contemporany,9.086258229399009,0,,,
481,El amanecer de los amantes,TRUE,long,adult,pocket,,,FALSE,FALSE,Author(Tammy Wood),,Contemporary,Historical_Romance_Contemporany,2.214973399114953,0,,,
482,El encanto de la intriga,TRUE,very_long,adult,pocket,,,FALSE,FALSE,Author(Tammy Wood),,Contemporary,Historical_Romance_Contemporany,5.8846634847201065,0,,,
483,El fuego de la venganza,FALSE,long,adult,soft,,,FALSE,FALSE,Author(Anna Madsen),,Contemporary,Historical_Romance_Contemporany,8.779570914630593,0,,,
484,El latido de la libertad,FALSE,medium,adult,hard,,,FALSE,FALSE,Author(Anna Madsen),,Contemporary,Historical_Romance_Contemporany,7.884159340331002,0,,,
485,El suspiro de la pasion,FALSE,very_long,adult,pocket,,,FALSE,FALSE,Author(Anna Madsen),,Contemporary,Historical_Romance_Contemporany,1.2567656468860773,0,,,
486,El baile de las sombras,FALSE,short,adult,pocket,,,FALSE,FALSE,Author(Anna Madsen),,Contemporary,Historical_Romance_Contemporany,7.722077457157877,0,,,
487,El perfume de la tentacion,TRUE,medium,adult,hard,,,FALSE,FALSE,Author(Tammy Wood),,Contemporary,Historical_Romance_Contemporany,2.7845274608270314,0,,,
488,La promesa del recuerdo,FALSE,medium,adult,pocket,,,FALSE,FALSE,Author(Anna Madsen),,Contemporary,Historical_Romance_Contemporany,4.563444684657231,0,,,
489,La melodia de los amantes,FALSE,long,adult,pocket,,,FALSE,FALSE,Author(Anna Madsen),,Contemporary,Historical_Romance_Contemporany,8.390674120386294,0,,,
490,El eco de la esperanza,FALSE,very_long,adult,hard,,,FALSE,FALSE,Author(Anna Madsen),{ 9 4 8 1 5 2},Contemporary,Historical_Romance_Contemporany,4.57563330248599,0,,,
491,El beso del perdon,TRUE,very_long,adult,hard,,,FALSE,FALSE,Author(Tammy Wood),,Contemporary,Historical_Romance_Contemporany,1.8128754819685438,0,,,
492,La sombra del deseo,FALSE,medium,adult,soft,,,FALSE,FALSE,Author(Anna Madsen),{ 1},Contemporary,Historical_Romance_Contemporany,9.577442028680922,0,,,
493,El abrazo del olvido,FALSE,long,adult,soft,,,FALSE,FALSE,Author(Anna Madsen),,Contemporary,Historical_Romance_Contemporany,3.535026115797443,0,,,
494,El reflejo de la melancolia,TRUE,long,adult,soft,,,FALSE,FALSE,Author(Tammy Wood),{ 5 9},Contemporary,Historical_Romance_Contemporany,4.102885013955957,0,,,
495,El susurro de la redencion,FALSE,long,adult,soft,,,FALSE,FALSE,Author(Anna Madsen),,Contemporary,Historical_Romance_Contemporany,1.337391821644974,0,,,
496,El latido de la guerra,FALSE,medium,adult,soft,,,FALSE,FALSE,Author(Anna Madsen),{ 1 2 7},Contemporary,Historical_Romance_Contemporany,5.39118894870071,0,,,
497,El encanto de lo inesperado,FALSE,long,adult,hard,,,FALSE,FALSE,Author(Anna Madsen),,Contemporary,Historical_Romance_Contemporany,2.1785438548834195,0,,,
498,El fuego de la esperanza,FALSE,very_long,adult,hard,,,FALSE,FALSE,Author(Anna Madsen),,Contemporary,Historical_Romance_Contemporany,7.92109381343758,0,,,
499,El amanecer de la pasion,FALSE,short,adult,pocket,,,FALSE,FALSE,Author(Anna Madsen),,Contemporary,Historical_Romance_Contemporany,1.7718561255031604,0,,,
500,El susurro de la traicion,FALSE,short,adult,soft,,,FALSE,FALSE,Author(Anna Madsen),,Contemporary,Historical_Romance_Contemporany,2.0796266771808964,0,,,
501,El beso del destino,FALSE,very_long,adult,pocket,,,FALSE,FALSE,Author(Anna Madsen),,Contemporary,Historical_Romance_Contemporany,7.638851721696112,0,,,
502,La promesa del amor eterno,TRUE,very_long,adult,soft,,,FALSE,FALSE,Author(Tammy Wood),{ 1 4 7},Contemporary,Historical_Romance_Contemporany,9.339276156213792,0,,,
503,La melodia de la nostalgia,FALSE,short,adult,hard,,,FALSE,FALSE,Author(Anna Madsen),,Contemporary,Historical_Romance_Contemporany,1.116235286512389,0,,,
504,El eco de los secretos,FALSE,long,adult,soft,,,FALSE,FALSE,Author(Anna Madsen),{ 1 4 7 5 8},Contemporary,Historical_Romance_Contemporany,6.886119447218773,0,,,
505,El perfume de la seduccion,FALSE,long,adult,hard,,,FALSE,FALSE,Author(Anna Madsen),,Contemporary,Historical_Romance_Contemporany,6.441233557355742,0,,,
